Ticker,Filing Date,Section,Date,Close,Price Change,Up,Down,No Change,y,gap,Pre Up(within 60 day),Pre Down(within 60 day),Pre No Change(within 60 day)
AA,2020-01-15,"2.02,9.01",,21.14442253112793,,False,False,True,0,,,,
AA,2020-02-03,"8.01,9.01",2019-12-31,17.389345169067383,-17.75918617088019,False,True,False,-1,34 days,False,False,True
AA,2020-04-22,"1.01,2.02,2.03,8.01,9.01",2020-01-17,6.910519599914551,-60.26003548306602,False,True,False,-1,96 days,,,
AA,2020-05-11,5.07,2020-04-07,7.2447404861450195,4.8364074712211425,True,False,False,1,34 days,False,True,False
AA,2020-06-25,"1.01,2.03,9.01",2020-04-27,10.242905616760254,41.384023849425425,True,False,False,1,59 days,True,False,False
AA,2020-07-07,8.01,2020-06-11,11.62894058227539,13.531658079980707,True,False,False,1,26 days,True,False,False
AA,2020-07-08,"2.02,7.01,9.01",2020-06-22,11.992650985717772,3.127631454207802,False,False,True,0,16 days,True,False,False
AA,2020-07-13,"1.01,2.03,7.01,9.01",2020-06-23,10.744236946105955,-10.409825493117172,False,True,False,-1,20 days,False,False,True
AA,2020-07-15,"2.02,9.01",2020-06-26,11.048967361450195,2.8362220311483712,False,False,True,0,19 days,False,True,False
AA,2020-10-05,"5.02,8.01",2020-06-30,12.09095287322998,9.430614442895981,True,False,False,1,97 days,,,
AA,2020-10-09,"8.01,9.01",2020-09-21,11.35369873046875,-6.097568574545939,False,True,False,-1,18 days,True,False,False
AA,2020-10-14,"2.02,9.01",2020-09-25,11.43233871459961,0.6926375800321473,False,False,True,0,19 days,False,True,False
AA,2020-11-30,"8.01,9.01",2020-09-30,16.288379669189453,42.476356551511735,True,False,False,1,61 days,False,False,True
AA,2020-12-17,"8.01,9.01",2020-11-13,21.665414810180664,33.01147965725669,True,False,False,1,34 days,True,False,False
AA,2021-01-20,"2.02,9.01",2020-12-03,23.267711639404297,7.395643440303331,True,False,False,1,48 days,True,False,False
AA,2021-03-04,"1.01,2.03,9.01",2021-01-05,20.761049270629883,-10.77313664369699,False,True,False,-1,58 days,True,False,False
AA,2021-03-08,"8.01,9.01",2021-02-18,24.37850379943848,17.424237482669607,True,False,False,1,18 days,False,True,False
AA,2021-03-19,"8.01,9.01",2021-02-22,28.497291564941406,16.89516222729713,True,False,False,1,25 days,True,False,False
AA,2021-03-24,"1.01,2.03,8.01,9.01",2021-03-05,31.43647575378418,10.31390713796354,True,False,False,1,19 days,True,False,False
AA,2021-04-06,"2.01,9.01",2021-03-10,29.912818908691406,-4.846780081286187,False,True,False,-1,27 days,True,False,False
AA,2021-04-15,"2.02,9.01",2021-03-22,31.93780899047852,6.769639758687992,True,False,False,1,24 days,False,True,False
AA,2021-05-11,5.07,2021-03-31,36.12540817260742,13.111729684955325,True,False,False,1,41 days,True,False,False
AA,2021-06-28,"8.01,9.01",2021-04-27,36.32200241088867,0.544199355040977,False,False,True,0,62 days,True,False,False
AA,2021-07-15,"2.02,9.01",2021-06-14,36.2138786315918,-0.2976812183252911,False,False,True,0,31 days,False,False,True
AA,2021-08-31,"8.01,9.01",2021-06-30,40.90281295776367,12.947893192753462,True,False,False,1,62 days,False,False,True
AA,2021-09-20,"8.01,9.01",2021-08-17,46.40763092041016,13.458287009088538,True,False,False,1,34 days,True,False,False
AA,2021-09-30,8.01,2021-09-03,48.57024383544922,4.66003730883822,True,False,False,1,27 days,True,False,False
AA,2021-10-14,"2.02,8.01,9.01",2021-09-16,48.10822677612305,-0.9512347948909545,False,False,True,0,28 days,True,False,False
AA,2021-11-01,"8.01,9.01",2021-09-30,56.26716613769531,16.959551220918602,True,False,False,1,32 days,False,False,True
AA,2021-11-08,"8.01,9.01",2021-10-18,50.30032730102539,-10.604477257781303,False,True,False,-1,21 days,True,False,False
AA,2021-11-17,"8.01,9.01",2021-10-25,46.725711822509766,-7.1065451664421975,False,True,False,-1,23 days,False,True,False
AA,2021-12-06,5.02,2021-11-03,46.8931884765625,0.3584250459124172,False,False,True,0,33 days,False,True,False
