Ticker,Filing Date,Items
AA,1/15/2020,"2.02, 9.01"
AA,2/3/2020,"8.01, 9.01"
AA,4/22/2020,"1.01, 2.02, 2.03, 8.01, 9.01"
AA,5/11/2020,5.07
AA,6/25/2020,"1.01, 2.03, 9.01"
AA,7/7/2020,8.01
AA,7/8/2020,"2.02, 7.01, 9.01"
AA,7/13/2020,"1.01, 2.03, 7.01, 9.01"
AA,7/15/2020,"2.02, 9.01"
AA,10/5/2020,"5.02, 8.01"
AA,10/9/2020,"8.01, 9.01"
AA,10/14/2020,"2.02, 9.01"
AA,11/30/2020,"8.01, 9.01"
AA,12/17/2020,"8.01, 9.01"
AA,1/20/2021,"2.02, 9.01"
AA,3/4/2021,"1.01, 2.03, 9.01"
AA,3/8/2021,"8.01, 9.01"
AA,3/19/2021,"8.01, 9.01"
AA,3/24/2021,"1.01, 2.03, 8.01, 9.01"
AA,4/6/2021,"2.01, 9.01"
AA,4/15/2021,"2.02, 9.01"
AA,5/11/2021,5.07
AA,6/28/2021,"8.01, 9.01"
AA,7/15/2021,"2.02, 9.01"
AA,8/31/2021,"8.01, 9.01"
AA,9/20/2021,"8.01, 9.01"
AA,9/30/2021,8.01
AA,10/14/2021,"2.02, 8.01, 9.01"
AA,11/1/2021,"8.01, 9.01"
AA,11/8/2021,"8.01, 9.01"
AA,11/17/2021,"8.01, 9.01"
AA,12/6/2021,5.02
AA,12/13/2021,"2.05, 9.01"
AA,12/14/2021,"8.01, 9.01"
AA,12/17/2021,5.02
AA,12/29/2021,"8.01, 9.01"
AA,1/19/2022,"2.02, 9.01"
AA,4/20/2022,"2.02, 9.01"
AA,5/11/2022,5.07
AA,6/29/2022,"1.01, 2.03, 7.01, 9.01"
AA,7/20/2022,"2.02, 8.01, 9.01"
AA,8/8/2022,"8.01, 9.01"
AA,9/23/2022,5.02
AA,10/19/2022,"2.02, 9.01"
AAON,1/3/2018,"8.01, 9.01"
AAON,2/27/2018,"2.02, 7.01, 9.01"
AAON,3/1/2018,"8.01, 9.01"
AAON,3/16/2018,"5.02, 9.01"
AAON,5/3/2018,"2.02, 7.01, 9.01"
AAON,5/18/2018,"5.02, 5.07, 8.01, 9.01"
AAON,7/30/2018,"1.01, 2.03, 9.01"
AAON,8/2/2018,"2.02, 7.01, 9.01"
AAON,8/30/2018,"8.01, 9.01"
AAON,11/1/2018,"2.02, 7.01, 9.01"
AAON,11/2/2018,"8.01, 9.01"
AAON,11/8/2018,"8.01, 9.01"
AAON,1/29/2019,"5.02, 9.01"
AAON,2/28/2019,"2.02, 7.01, 9.01"
AAON,3/5/2019,"8.01, 9.01"
AAON,5/2/2019,"2.02, 7.01, 9.01"
AAON,5/16/2019,"5.02, 9.01"
AAON,5/20/2019,"5.02, 5.07, 8.01, 9.01"
AAON,8/1/2019,"2.02, 7.01, 9.01"
AAON,10/28/2019,"1.01, 2.03, 8.01, 9.01"
AAON,10/31/2019,"2.02, 7.01, 9.01"
AAON,11/6/2019,"8.01, 9.01"
AAON,2/27/2020,"2.02, 7.01, 9.01"
AAON,3/16/2020,"8.01, 9.01"
AAON,3/18/2020,"5.02, 9.01"
AAON,4/3/2020,"5.02, 9.01"
AAON,5/7/2020,"2.02, 7.01, 9.01"
AAON,5/7/2020,"5.02, 9.01"
AAON,5/15/2020,"5.02, 5.03, 5.07, 8.01, 9.01"
AAON,8/6/2020,"2.02, 7.01, 9.01"
AAON,9/22/2020,"7.01, 9.01"
AAON,11/5/2020,"2.02, 7.01, 9.01"
AAON,11/9/2020,"8.01, 9.01"
AAON,11/10/2020,"8.01, 9.01"
AAON,2/25/2021,"2.02, 7.01, 9.01"
AAON,3/17/2021,"5.02, 9.01"
AAON,4/30/2021,"5.02, 9.01"
AAON,5/6/2021,"2.02, 7.01, 9.01"
AAON,5/17/2021,"5.02, 5.07, 8.01, 9.01"
AAON,7/30/2021,"1.01, 2.03, 9.01"
AAON,8/5/2021,"2.02, 7.01, 9.01"
AAON,10/4/2021,"5.02, 9.01"
AAON,11/4/2021,"2.02, 7.01, 9.01"
AAON,11/10/2021,"8.01, 9.01"
AAON,11/18/2021,"1.01, 3.02, 7.01, 9.01"
AAON,11/30/2021,"1.01, 9.01"
AAON,12/14/2021,"1.01, 3.02, 7.01, 9.01"
AAON,1/5/2022,"5.02, 9.01"
AAON,2/28/2022,"2.02, 7.01, 9.01"
AAON,3/25/2022,"5.02, 9.01"
AAON,4/27/2022,"5.02, 9.01"
AAON,5/5/2022,"2.02, 7.01, 9.01"
AAON,5/18/2022,"5.02, 5.07, 8.01, 9.01"
AAON,6/1/2022,"1.01, 8.01, 9.01"
AAON,7/12/2022,"7.01, 9.01"
AAON,7/15/2022,"5.02, 9.01"
AAON,8/8/2022,"2.02, 7.01, 9.01"
AAON,8/9/2022,"5.02, 9.01"
AAON,8/11/2022,"5.02, 9.01"
AAON,11/7/2022,"2.02, 7.01, 9.01"
AAON,11/8/2022,"8.01, 9.01"
AAP,2/6/2018,"1.01, 2.03, 9.01"
AAP,2/21/2018,"2.02, 9.01"
AAP,5/22/2018,"5.02, 5.07"
AAP,5/22/2018,"2.02, 9.01"
AAP,8/14/2018,"2.02, 9.01"
AAP,11/13/2018,"2.02, 5.02, 9.01"
AAP,1/15/2019,"1.01, 2.03, 9.01"
AAP,1/29/2019,2.04
AAP,2/13/2019,"5.02, 7.01, 9.01"
AAP,2/19/2019,"2.02, 9.01"
AAP,5/20/2019,"5.02, 5.07"
AAP,5/22/2019,"2.02, 9.01"
AAP,8/13/2019,"2.02, 9.01"
AAP,11/12/2019,"2.02, 9.01"
AAP,2/18/2020,"2.02, 9.01"
AAP,3/4/2020,"5.02, 7.01, 9.01"
AAP,3/20/2020,"2.03, 9.01"
AAP,4/10/2020,"7.01, 9.01"
AAP,4/13/2020,"7.01, 8.01, 9.01"
AAP,4/17/2020,"1.01, 2.03, 8.01, 9.01"
AAP,5/19/2020,"2.02, 9.01"
AAP,5/21/2020,"5.07, 9.01"
AAP,6/1/2020,"7.01, 9.01"
AAP,8/13/2020,"5.02, 7.01, 9.01"
AAP,8/18/2020,"2.02, 9.01"
AAP,11/10/2020,"2.02, 9.01"
AAP,2/16/2021,"2.02, 9.01"
AAP,3/15/2021,"5.02, 9.01"
AAP,3/24/2021,"5.02, 9.01"
AAP,4/20/2021,"2.02, 8.01, 9.01"
AAP,6/1/2021,"5.07, 9.01"
AAP,6/2/2021,"2.02, 9.01"
AAP,8/24/2021,"2.02, 9.01"
AAP,8/24/2021,"5.02, 9.01"
AAP,9/1/2021,"5.02, 7.01, 9.01"
AAP,11/15/2021,"1.01, 1.02, 2.02, 2.03, 9.01"
AAP,1/11/2022,"5.02, 7.01, 9.01"
AAP,2/14/2022,"2.02, 9.01"
AAP,3/16/2022,"5.02, 7.01, 9.01"
AAP,5/23/2022,"2.02, 9.01"
AAP,5/24/2022,"5.07, 9.01"
AAP,8/23/2022,"2.02, 9.01"
AAP,11/15/2022,"2.02, 9.01"
AAP,12/14/2022,"5.02, 8.01, 9.01"
AAT,1/9/2018,"1.01, 2.03, 5.02, 7.01, 9.01"
AAT,2/13/2018,"2.02, 7.01, 9.01"
AAT,3/5/2018,"8.01, 9.01"
AAT,3/7/2018,"8.01, 9.01"
AAT,5/1/2018,"2.02, 7.01, 9.01"
AAT,6/12/2018,5.07
AAT,7/12/2018,7.01
AAT,7/31/2018,"2.02, 7.01, 9.01"
AAT,10/30/2018,"2.02, 7.01, 9.01"
AAT,11/8/2018,7.01
AAT,12/6/2018,5.02
AAT,1/9/2019,"1.01, 2.03, 9.01"
AAT,2/12/2019,"2.02, 7.01, 9.01"
AAT,2/15/2019,"2.02, 7.01, 8.01, 9.01"
AAT,2/25/2019,7.01
AAT,4/30/2019,"2.02, 7.01, 9.01"
AAT,6/12/2019,"5.02, 5.07"
AAT,6/20/2019,"2.01, 7.01, 9.01"
AAT,7/17/2019,7.01
AAT,7/30/2019,"1.01, 2.03, 7.01, 9.01"
AAT,7/30/2019,"2.02, 7.01, 9.01"
AAT,9/11/2019,7.01
AAT,10/29/2019,"2.02, 5.02, 7.01, 9.01"
AAT,12/10/2019,5.02
AAT,2/11/2020,"2.02, 7.01, 9.01"
AAT,4/3/2020,7.01
AAT,4/28/2020,"2.02, 7.01, 9.01"
AAT,6/3/2020,7.01
AAT,6/9/2020,5.07
AAT,7/9/2020,7.01
AAT,7/28/2020,"2.02, 7.01, 9.01"
AAT,9/15/2020,7.01
AAT,10/27/2020,"2.02, 7.01, 9.01"
AAT,11/16/2020,7.01
AAT,2/9/2021,"2.02, 7.01, 9.01"
AAT,2/24/2021,7.01
AAT,4/20/2021,7.01
AAT,4/27/2021,"2.02, 7.01, 9.01"
AAT,5/24/2021,"1.01, 7.01, 9.01"
AAT,6/8/2021,5.07
AAT,7/7/2021,"2.01, 7.01, 9.01"
AAT,7/27/2021,"2.02, 5.02, 7.01, 9.01"
AAT,9/10/2021,"7.01, 9.01"
AAT,9/22/2021,7.01
AAT,10/26/2021,"2.02, 7.01, 9.01"
AAT,11/10/2021,7.01
AAT,12/3/2021,"8.01, 9.01"
AAT,1/5/2022,"1.01, 2.03, 7.01, 9.01"
AAT,2/8/2022,"2.02, 7.01, 9.01"
AAT,2/23/2022,7.01
AAT,4/26/2022,"2.02, 7.01, 9.01"
AAT,5/27/2022,7.01
AAT,6/7/2022,7.01
AAT,6/7/2022,5.07
AAT,7/19/2022,7.01
AAT,7/26/2022,"2.02, 7.01, 9.01"
AAT,9/13/2022,7.01
AAT,10/25/2022,"2.02, 7.01, 9.01"
AAT,11/16/2022,7.01
ABCB,5/16/2018,5.07
ABCB,5/6/2019,"8.01, 9.01"
ABCB,5/7/2019,5.07
ABCB,5/14/2019,5.07
ABCB,6/15/2020,5.07
ABCB,6/10/2021,5.07
ABCB,6/15/2021,"4.01, 9.01"
ABCB,6/10/2022,5.07
ACA,11/16/2018,1.01
ACA,12/6/2018,"7.01, 9.01"
ACA,12/12/2018,"7.01, 9.01"
ACA,12/12/2018,"5.02, 9.01"
ACA,2/27/2019,"2.02, 9.01"
ACA,3/4/2019,"7.01, 9.01"
ACA,5/2/2019,"2.02, 9.01"
ACA,5/8/2019,"5.02, 5.07, 9.01"
ACA,5/10/2019,"7.01, 9.01"
ACA,8/1/2019,"2.02, 9.01"
ACA,8/6/2019,"7.01, 9.01"
ACA,10/30/2019,"2.02, 9.01"
ACA,11/1/2019,"7.01, 9.01"
ACA,12/12/2019,"1.01, 7.01, 9.01"
ACA,1/6/2020,"1.01, 7.01, 9.01"
ACA,2/26/2020,"2.02, 9.01"
ACA,3/10/2020,"5.03, 7.01, 9.01"
ACA,4/28/2020,"2.02, 9.01"
ACA,5/6/2020,5.07
ACA,5/11/2020,"7.01, 9.01"
ACA,7/31/2020,"2.02, 9.01"
ACA,8/7/2020,"7.01, 9.01"
ACA,10/13/2020,"2.02, 7.01, 9.01"
ACA,10/28/2020,"2.02, 9.01"
ACA,11/6/2020,"7.01, 9.01"
ACA,2/24/2021,"2.02, 9.01"
ACA,3/9/2021,"7.01, 9.01"
ACA,3/22/2021,"1.01, 2.02, 7.01, 9.01"
ACA,3/29/2021,"1.01, 2.03, 7.01, 9.01"
ACA,4/1/2021,"7.01, 9.01"
ACA,4/9/2021,"1.01, 1.02, 2.03, 7.01, 9.01"
ACA,4/29/2021,"2.02, 9.01"
ACA,5/4/2021,5.07
ACA,5/4/2021,"7.01, 9.01"
ACA,5/27/2021,"5.02, 7.01, 9.01"
ACA,8/4/2021,"1.01, 2.02, 7.01, 9.01"
ACA,8/13/2021,"7.01, 9.01"
ACA,9/23/2021,5.02
ACA,10/5/2021,1.04
ACA,11/1/2021,"5.02, 7.01, 9.01"
ACA,11/3/2021,"2.02, 9.01"
ACA,11/12/2021,"7.01, 9.01"
ACA,12/10/2021,"5.02, 7.01, 9.01"
ACA,2/23/2022,"2.02, 9.01"
ACA,3/7/2022,"5.02, 9.01"
ACA,3/11/2022,"7.01, 9.01"
ACA,4/26/2022,"1.01, 7.01, 9.01"
ACA,4/28/2022,"2.02, 9.01"
ACA,5/3/2022,"7.01, 9.01"
ACA,5/5/2022,"5.02, 5.07, 9.01"
ACA,7/29/2022,1.04
ACA,8/3/2022,"2.02, 9.01"
ACA,8/17/2022,"7.01, 9.01"
ACA,10/4/2022,"7.01, 9.01"
ACA,11/2/2022,"2.02, 9.01"
ACA,11/4/2022,5.02
ACA,11/8/2022,"7.01, 9.01"
ACA,12/12/2022,"5.03, 9.01"
ACHC,2/27/2020,"2.02, 9.01"
ACHC,3/19/2020,"2.02, 9.01"
ACHC,4/22/2020,"1.01, 2.03, 9.01"
ACHC,5/4/2020,"2.02, 9.01"
ACHC,5/8/2020,5.07
ACHC,6/10/2020,"8.01, 9.01"
ACHC,6/24/2020,"1.01, 1.02, 2.03, 9.01"
ACHC,8/4/2020,"2.02, 9.01"
ACHC,9/29/2020,"8.01, 9.01"
ACHC,10/14/2020,"1.01, 2.03, 9.01"
ACHC,10/28/2020,"5.02, 9.01"
ACHC,10/29/2020,"2.02, 9.01"
ACHC,11/13/2020,"1.01, 2.03, 9.01"
ACHC,12/30/2020,"1.01, 7.01, 9.01"
ACHC,1/7/2021,1.01
ACHC,1/21/2021,"2.01, 9.01"
ACHC,1/22/2021,"5.02, 9.01"
ACHC,2/26/2021,"2.02, 9.01"
ACHC,3/22/2021,"1.01, 1.02, 2.03, 9.01"
ACHC,4/29/2021,"2.02, 9.01"
ACHC,5/7/2021,"5.02, 5.07, 9.01"
ACHC,8/2/2021,"2.02, 9.01"
ACHC,10/5/2021,"5.02, 9.01"
ACHC,10/28/2021,"2.02, 9.01"
ACHC,2/1/2022,"5.02, 9.01"
ACHC,2/28/2022,"2.02, 9.01"
ACHC,4/4/2022,"5.02, 9.01"
ACHC,5/3/2022,"2.02, 9.01"
ACHC,5/20/2022,5.07
ACHC,6/29/2022,"5.02, 9.01"
ACHC,7/27/2022,"2.02, 9.01"
ACHC,10/31/2022,"2.02, 9.01"
ACHC,12/7/2022,"7.01, 9.01"
ACIW,1/13/2020,"2.02, 7.01, 9.01"
ACIW,2/20/2020,"5.02, 9.01"
ACIW,2/27/2020,"2.02, 7.01, 9.01"
ACIW,4/27/2020,"2.02, 7.01, 9.01"
ACIW,5/7/2020,"2.02, 7.01, 9.01"
ACIW,6/10/2020,"5.02, 5.07, 9.01"
ACIW,8/6/2020,"2.02, 7.01, 9.01"
ACIW,10/26/2020,"5.02, 9.01"
ACIW,11/5/2020,"2.02, 7.01, 9.01"
ACIW,11/10/2020,"7.01, 8.01, 9.01"
ACIW,1/28/2021,"2.02, 7.01, 9.01"
ACIW,2/9/2021,5.02
ACIW,2/25/2021,"2.02, 7.01, 8.01, 9.01"
ACIW,3/1/2021,"5.02, 9.01"
ACIW,3/23/2021,"5.02, 5.03, 9.01"
ACIW,5/6/2021,"2.02, 7.01, 9.01"
ACIW,6/1/2021,"7.01, 9.01"
ACIW,6/8/2021,"5.02, 5.07, 9.01"
ACIW,8/5/2021,"2.02, 7.01, 9.01"
ACIW,11/4/2021,"2.02, 7.01, 9.01"
ACIW,11/17/2021,"7.01, 9.01"
ACIW,12/6/2021,"8.01, 9.01"
ACIW,2/24/2022,"2.02, 7.01, 9.01"
ACIW,3/28/2022,"5.03, 9.01"
ACIW,4/19/2022,"5.02, 9.01"
ACIW,5/5/2022,"2.02, 7.01, 9.01"
ACIW,5/9/2022,"5.02, 9.01"
ACIW,6/6/2022,"5.02, 9.01"
ACIW,6/7/2022,"5.07, 9.01"
ACIW,6/17/2022,"5.02, 9.01"
ACIW,7/5/2022,"5.02, 9.01"
ACIW,8/4/2022,"2.02, 7.01, 9.01"
ACIW,9/1/2022,"8.01, 9.01"
ACIW,11/2/2022,"2.02, 7.01, 9.01"
ACIW,11/8/2022,"5.02, 9.01"
ACIW,11/29/2022,5.02
ACM,2/3/2020,"1.01, 2.01, 2.02, 7.01, 9.01"
ACM,3/12/2020,"5.02, 5.07"
ACM,4/3/2020,"7.01, 9.01"
ACM,5/5/2020,"2.02, 9.01"
ACM,5/19/2020,"7.01, 9.01"
ACM,5/26/2020,"7.01, 9.01"
ACM,6/15/2020,"5.02, 7.01, 9.01"
ACM,6/17/2020,"5.02, 8.01, 9.01"
ACM,7/21/2020,"8.01, 9.01"
ACM,8/4/2020,"2.02, 2.03, 8.01, 9.01"
ACM,8/10/2020,5.02
ACM,8/11/2020,"5.02, 8.01, 9.01"
ACM,8/31/2020,"1.02, 9.01"
ACM,9/14/2020,"5.02, 8.01, 9.01"
ACM,9/23/2020,8.01
ACM,10/2/2020,"8.01, 9.01"
ACM,10/8/2020,"5.02, 8.01, 9.01"
ACM,11/9/2020,5.02
ACM,11/16/2020,"2.02, 9.01"
ACM,11/20/2020,"5.03, 9.01"
ACM,12/8/2020,"5.02, 8.01, 9.01"
ACM,2/8/2021,"1.01, 2.02, 8.01, 9.01"
ACM,2/16/2021,"8.01, 9.01"
ACM,2/24/2021,5.07
ACM,3/24/2021,8.01
ACM,4/7/2021,"8.01, 9.01"
ACM,4/9/2021,"8.01, 9.01"
ACM,4/13/2021,"1.01, 2.03, 8.01, 9.01"
ACM,4/26/2021,8.01
ACM,5/10/2021,"2.02, 9.01"
ACM,6/25/2021,"1.01, 1.02, 2.03, 9.01"
ACM,8/9/2021,"2.02, 9.01"
ACM,9/23/2021,"8.01, 9.01"
ACM,10/14/2021,5.02
ACM,11/15/2021,"2.02, 9.01"
ACM,12/13/2021,"8.01, 9.01"
ACM,2/7/2022,"2.02, 9.01"
ACM,3/3/2022,"8.01, 9.01"
ACM,3/4/2022,5.07
ACM,6/8/2022,"8.01, 9.01"
ACM,8/8/2022,"2.02, 9.01"
ACM,9/14/2022,"8.01, 9.01"
ACM,9/19/2022,"5.02, 8.01, 9.01"
ACM,11/14/2022,"2.02, 9.01"
ACM,11/16/2022,"5.02, 8.01"
ACM,11/17/2022,"8.01, 9.01"
ACM,11/23/2022,5.02
ADC,1/6/2020,"7.01, 8.01, 9.01"
ADC,2/20/2020,"2.02, 9.01"
ADC,3/19/2020,9.01
ADC,3/24/2020,9.01
ADC,3/30/2020,"2.02, 8.01, 9.01"
ADC,4/1/2020,8.01
ADC,4/2/2020,"8.01, 9.01"
ADC,4/20/2020,"2.02, 9.01"
ADC,4/22/2020,"8.01, 9.01"
ADC,5/6/2020,"5.07, 9.01"
ADC,5/28/2020,"8.01, 9.01"
ADC,6/1/2020,9.01
ADC,6/22/2020,"7.01, 9.01"
ADC,7/1/2020,8.01
ADC,7/20/2020,"2.02, 9.01"
ADC,8/12/2020,"8.01, 9.01"
ADC,8/17/2020,"1.01, 2.03, 8.01, 9.01"
ADC,9/3/2020,"7.01, 9.01"
ADC,10/2/2020,"7.01, 8.01, 9.01"
ADC,10/15/2020,"5.02, 9.01"
ADC,10/19/2020,"2.02, 9.01"
ADC,11/2/2020,"7.01, 9.01"
ADC,12/1/2020,"7.01, 9.01"
ADC,12/3/2020,"5.02, 9.01"
ADC,1/4/2021,"7.01, 8.01, 9.01"
ADC,1/11/2021,"8.01, 9.01"
ADC,2/18/2021,"2.02, 9.01"
ADC,2/22/2021,"2.02, 8.01, 9.01"
ADC,3/2/2021,"7.01, 9.01"
ADC,4/1/2021,"7.01, 9.01"
ADC,4/7/2021,"8.01, 9.01"
ADC,5/3/2021,"2.02, 9.01"
ADC,5/6/2021,"8.01, 9.01"
ADC,5/10/2021,"5.03, 5.07, 9.01"
ADC,5/14/2021,"1.01, 2.03, 8.01, 9.01"
ADC,6/10/2021,8.01
ADC,6/15/2021,"8.01, 9.01"
ADC,7/6/2021,8.01
ADC,7/26/2021,"2.02, 9.01"
ADC,8/11/2021,"5.02, 9.01"
ADC,8/27/2021,5.02
ADC,9/13/2021,"3.03, 5.03, 8.01, 9.01"
ADC,9/17/2021,"1.01, 3.03, 5.03, 9.01"
ADC,10/5/2021,8.01
ADC,11/1/2021,"2.02, 9.01"
ADC,11/9/2021,"8.01, 9.01"
ADC,12/8/2021,"5.02, 9.01"
ADC,12/13/2021,"8.01, 9.01"
ADC,12/16/2021,"1.01, 2.03, 9.01"
ADC,12/22/2021,5.02
ADC,1/4/2022,"7.01, 9.01"
ADC,1/5/2022,8.01
ADC,2/22/2022,"2.02, 9.01"
ADC,4/5/2022,8.01
ADC,5/3/2022,"2.02, 9.01"
ADC,5/5/2022,5.07
ADC,5/25/2022,"5.02, 7.01"
ADC,6/1/2022,"8.01, 9.01"
ADC,7/6/2022,8.01
ADC,8/2/2022,"2.02, 9.01"
ADC,8/18/2022,"8.01, 9.01"
ADC,8/22/2022,"1.01, 2.03, 8.01, 9.01"
ADC,9/2/2022,"2.02, 8.01, 9.01"
ADC,10/3/2022,"8.01, 9.01"
ADC,10/5/2022,8.01
ADC,11/1/2022,"2.02, 9.01"
ADNT,1/31/2020,"2.02, 8.01, 9.01"
ADNT,2/25/2020,"7.01, 9.01"
ADNT,3/13/2020,5.07
ADNT,3/20/2020,"7.01, 9.01"
ADNT,4/20/2020,"2.02, 7.01, 8.01, 9.01"
ADNT,4/23/2020,"1.01, 2.03, 9.01"
ADNT,5/5/2020,"2.02, 9.01"
ADNT,6/1/2020,"5.02, 9.01"
ADNT,6/8/2020,"7.01, 9.01"
ADNT,6/24/2020,"1.01, 9.01"
ADNT,8/6/2020,"2.02, 9.01"
ADNT,8/26/2020,"2.01, 9.01"
ADNT,11/10/2020,"2.02, 9.01"
ADNT,11/30/2020,"2.02, 9.01"
ADNT,2/5/2021,"2.02, 9.01"
ADNT,3/10/2021,"5.02, 5.07, 9.01"
ADNT,3/12/2021,"1.01, 7.01, 8.01, 9.01"
ADNT,3/15/2021,"8.01, 9.01"
ADNT,3/29/2021,"7.01, 9.01"
ADNT,3/30/2021,"8.01, 9.01"
ADNT,4/9/2021,"1.01, 2.03, 9.01"
ADNT,5/3/2021,"5.02, 7.01, 9.01"
ADNT,5/6/2021,"2.02, 9.01"
ADNT,6/30/2021,"5.02, 9.01"
ADNT,8/5/2021,"2.02, 9.01"
ADNT,9/30/2021,"2.01, 7.01, 9.01"
ADNT,11/10/2021,"2.02, 9.01"
ADNT,1/26/2022,"8.01, 9.01"
ADNT,2/4/2022,"2.02, 8.01, 9.01"
ADNT,2/10/2022,"1.01, 8.01, 9.01"
ADNT,3/10/2022,5.07
ADNT,5/5/2022,"2.02, 9.01"
ADNT,6/15/2022,"7.01, 9.01"
ADNT,8/5/2022,"2.02, 9.01"
ADNT,9/23/2022,"5.02, 9.01"
ADNT,10/31/2022,"5.02, 9.01"
ADNT,11/4/2022,"1.01, 2.02, 2.03, 9.01"
ADNT,11/21/2022,5.02
AEIS,1/31/2018,"2.02, 9.01"
AEIS,3/29/2018,"5.02, 9.01"
AEIS,4/30/2018,"2.02, 9.01"
AEIS,5/4/2018,"5.02, 8.01, 9.01"
AEIS,5/4/2018,8.01
AEIS,5/4/2018,"5.07, 8.01"
AEIS,5/9/2018,"5.02, 9.01"
AEIS,7/30/2018,"1.01, 8.01, 9.01"
AEIS,7/30/2018,"2.02, 9.01"
AEIS,9/4/2018,"2.01, 8.01, 9.01"
AEIS,10/29/2018,"2.02, 9.01"
AEIS,2/4/2019,"2.02, 9.01"
AEIS,3/27/2019,4.01
AEIS,5/6/2019,"2.02, 9.01"
AEIS,5/7/2019,7.01
AEIS,5/15/2019,"1.01, 7.01, 9.01"
AEIS,6/5/2019,5.07
AEIS,10/29/2019,5.02
AEIS,8/4/2021,8.01
AEL,2/7/2018,"2.02, 9.01"
AEL,5/2/2018,"2.02, 9.01"
AEL,6/8/2018,5.07
AEL,8/6/2018,"2.02, 9.01"
AEL,11/5/2018,"2.02, 9.01"
AEL,2/6/2019,"2.02, 9.01"
AEL,5/1/2019,"2.02, 9.01"
AEL,6/6/2019,5.07
AEL,8/5/2019,"2.02, 9.01"
AEL,11/6/2019,"2.02, 9.01"
AEL,2/12/2020,"2.02, 9.01"
AEL,3/2/2020,"5.02, 9.01"
AEL,5/6/2020,"2.02, 9.01"
AEL,6/4/2020,"5.02, 5.07, 9.01"
AEL,8/5/2020,"2.02, 9.01"
AEL,8/27/2020,5.02
AEL,10/2/2020,"7.01, 9.01"
AEL,10/19/2020,"1.01, 3.02, 7.01, 8.01, 9.01"
AEL,10/26/2020,"7.01, 9.01"
AEL,10/29/2020,"2.02, 9.01"
AEL,11/20/2020,"4.01, 9.01"
AEL,11/25/2020,"5.02, 9.01"
AEL,12/1/2020,"5.02, 8.01, 9.01"
AEL,12/9/2020,"7.01, 9.01"
AEL,2/17/2021,"2.02, 9.01"
AEL,4/1/2021,5.02
AEL,5/5/2021,"2.02, 9.01"
AEL,5/21/2021,"5.02, 9.01"
AEL,6/10/2021,"1.01, 8.01, 9.01"
AEL,6/15/2021,5.07
AEL,6/21/2021,5.02
AEL,8/5/2021,"2.02, 9.01"
AEL,8/6/2021,5.02
AEL,9/2/2021,5.02
AEL,9/15/2021,5.02
AEL,9/29/2021,8.01
AEL,10/12/2021,8.01
AEL,11/8/2021,"2.02, 9.01"
AEL,11/10/2021,5.02
AEL,11/22/2021,8.01
AEL,1/3/2022,8.01
AEL,2/17/2022,"1.01, 2.02, 2.03, 7.01, 9.01"
AEL,2/23/2022,5.02
AEL,5/4/2022,"2.02, 9.01"
AEL,6/14/2022,"5.02, 5.07"
AEL,7/7/2022,5.02
AEL,7/11/2022,2.03
AEL,8/8/2022,"2.02, 9.01"
AEL,11/7/2022,"2.02, 9.01"
AEL,11/17/2022,8.01
AEL,11/23/2022,"3.03, 5.03, 9.01"
AEL,11/29/2022,5.02
AEL,12/7/2022,"7.01, 9.01"
AEL,12/22/2022,"7.01, 8.01, 9.01"
AFG,1/6/2020,"8.01, 9.01"
AFG,2/4/2020,"2.02, 9.01"
AFG,3/26/2020,8.01
AFG,4/1/2020,"5.03, 8.01, 9.01"
AFG,4/16/2020,"7.01, 9.01"
AFG,5/1/2020,"7.01, 9.01"
AFG,5/12/2020,"2.02, 9.01"
AFG,5/21/2020,5.07
AFG,5/28/2020,"8.01, 9.01"
AFG,6/15/2020,"5.02, 7.01, 9.01"
AFG,6/23/2020,5.02
AFG,8/5/2020,"2.02, 9.01"
AFG,9/1/2020,"5.02, 7.01, 9.01"
AFG,9/14/2020,"8.01, 9.01"
AFG,9/28/2020,"5.02, 7.01, 9.01"
AFG,10/27/2020,"7.01, 9.01"
AFG,10/29/2020,"2.02, 9.01"
AFG,12/10/2020,"5.02, 8.01, 9.01"
AFG,12/15/2020,"1.01, 1.02, 2.03, 9.01"
AFG,1/28/2021,"1.01, 7.01, 9.01"
AFG,2/4/2021,"2.02, 9.01"
AFG,5/5/2021,"2.02, 9.01"
AFG,5/21/2021,5.07
AFG,6/2/2021,"2.01, 7.01, 8.01, 9.01"
AFG,7/16/2021,"8.01, 9.01"
AFG,8/4/2021,"2.02, 9.01"
AFG,9/15/2021,"8.01, 9.01"
AFG,11/3/2021,"2.02, 8.01, 9.01"
AFG,11/12/2021,"5.02, 9.01"
AFG,12/8/2021,"5.02, 9.01"
AFG,12/14/2021,"8.01, 9.01"
AFG,2/10/2022,"2.02, 9.01"
AFG,3/2/2022,"8.01, 9.01"
AFG,5/5/2022,"2.02, 8.01, 9.01"
AFG,5/20/2022,5.07
AFG,8/4/2022,"2.02, 9.01"
AFG,11/3/2022,"2.02, 8.01, 9.01"
AFG,12/2/2022,"5.02, 9.01"
AGCO,2/6/2020,"2.02, 9.01"
AGCO,4/13/2020,"1.01, 2.03, 9.01"
AGCO,5/1/2020,"5.02, 5.07, 9.01"
AGCO,5/5/2020,"2.02, 9.01"
AGCO,7/30/2020,"2.02, 9.01"
AGCO,8/21/2020,"5.02, 5.03, 9.01"
AGCO,11/3/2020,"2.02, 9.01"
