Ticker,Filing Date,Items
LITE,8/18/2021,"2.02, 9.01"
LITE,11/4/2021,"2.02, 9.01"
LITE,11/5/2021,"1.01, 9.01"
LITE,11/23/2021,"5.02, 5.07, 9.01"
LITE,1/21/2022,"8.01, 9.01"
LITE,2/3/2022,"2.02, 9.01"
LITE,3/8/2022,"1.01, 2.03, 3.02, 8.01, 9.01"
LITE,5/4/2022,"2.02, 9.01"
LITE,7/29/2022,"8.01, 9.01"
LITE,8/3/2022,"2.01, 8.01, 9.01"
LITE,8/16/2022,"2.02, 9.01"
LITE,11/8/2022,"2.02, 9.01"
LITE,11/21/2022,"5.02, 5.07, 9.01"
LIVN,1/17/2020,5.05
LIVN,2/26/2020,"2.02, 9.01"
LIVN,4/27/2020,"1.01, 2.03, 9.01"
LIVN,4/29/2020,"2.02, 9.01"
LIVN,5/6/2020,5.02
LIVN,5/19/2020,5.02
LIVN,6/11/2020,"1.01, 2.03, 8.01, 9.01"
LIVN,6/12/2020,"8.01, 9.01"
LIVN,6/17/2020,"1.01, 2.03, 8.01, 9.01"
LIVN,6/30/2020,5.07
LIVN,7/29/2020,"2.02, 9.01"
LIVN,8/6/2020,8.01
LIVN,10/29/2020,"2.02, 5.02"
LIVN,12/3/2020,"1.01, 2.06, 7.01, 9.01"
LIVN,12/7/2020,"5.02, 8.01, 9.01"
LIVN,2/24/2021,"2.02, 9.01"
LIVN,2/25/2021,"1.01, 2.03, 9.01"
LIVN,4/15/2021,"1.01, 9.01"
LIVN,4/21/2021,7.01
LIVN,4/28/2021,"2.02, 9.01"
LIVN,6/1/2021,"7.01, 9.01"
LIVN,6/10/2021,"5.07, 9.01"
LIVN,7/28/2021,"2.02, 9.01"
LIVN,8/2/2021,"8.01, 9.01"
LIVN,8/6/2021,"8.01, 9.01"
LIVN,8/16/2021,"1.01, 1.02, 2.03, 7.01, 9.01"
LIVN,11/3/2021,"2.02, 9.01"
LIVN,11/12/2021,"8.01, 9.01"
LIVN,12/2/2021,7.01
LIVN,2/23/2022,"2.02, 7.01, 9.01"
LIVN,3/21/2022,"1.01, 2.03, 8.01, 9.01"
LIVN,5/4/2022,"2.02, 9.01"
LIVN,6/14/2022,"5.02, 5.07, 9.01"
LIVN,7/6/2022,"1.01, 1.02, 2.03, 9.01"
LIVN,8/3/2022,"2.02, 9.01"
LIVN,8/29/2022,"7.01, 9.01"
LIVN,9/15/2022,"5.02, 9.01"
LIVN,10/11/2022,"7.01, 9.01"
LIVN,11/2/2022,"2.02, 9.01"
LIVN,11/15/2022,"7.01, 9.01"
LIVN,11/28/2022,"7.01, 9.01"
LIVN,12/13/2022,"8.01, 9.01"
LIVN,12/14/2022,"5.02, 9.01"
LKFN,7/13/2021,7.01
LKFN,7/26/2021,"2.02, 9.01"
LKFN,7/29/2021,"7.01, 9.01"
LKFN,8/2/2021,"7.01, 9.01"
LKFN,10/12/2021,7.01
LKFN,10/25/2021,"2.02, 9.01"
LKFN,11/9/2021,"7.01, 9.01"
LKFN,1/11/2022,"7.01, 9.01"
LKFN,1/14/2022,"5.02, 7.01, 9.01"
LKFN,1/25/2022,"2.02, 9.01"
LKFN,1/28/2022,"7.01, 9.01"
LKFN,4/12/2022,7.01
LKFN,4/13/2022,5.07
LKFN,4/25/2022,"2.02, 9.01"
LKFN,4/29/2022,"7.01, 9.01"
LKFN,7/12/2022,7.01
LKFN,7/25/2022,"2.02, 9.01"
LKFN,8/1/2022,"7.01, 9.01"
LKFN,10/11/2022,7.01
LKFN,10/25/2022,"7.01, 9.01"
LKFN,10/25/2022,"2.02, 9.01"
LNTH,2/25/2020,"2.02, 9.01"
LNTH,4/9/2020,9.01
LNTH,4/30/2020,"2.02, 9.01"
LNTH,6/16/2020,"5.07, 8.01, 9.01"
LNTH,6/22/2020,"1.01, 2.01, 5.02, 9.01"
LNTH,7/30/2020,"2.02, 9.01"
LNTH,9/30/2020,"8.01, 9.01"
LNTH,10/5/2020,8.01
LNTH,11/5/2020,"2.02, 9.01"
LNTH,11/18/2020,"8.01, 9.01"
LNTH,12/3/2020,"8.01, 9.01"
LNTH,12/9/2020,"8.01, 9.01"
LNTH,2/1/2021,8.01
LNTH,2/25/2021,"2.02, 9.01"
LNTH,3/5/2021,5.02
LNTH,4/1/2021,"5.02, 9.01"
LNTH,4/29/2021,"5.02, 5.07, 9.01"
LNTH,5/4/2021,"2.02, 9.01"
LNTH,5/27/2021,"8.01, 9.01"
LNTH,7/23/2021,5.02
LNTH,7/28/2021,"2.02, 9.01"
LNTH,10/14/2021,5.02
LNTH,11/4/2021,"2.02, 9.01"
LNTH,12/27/2021,"5.03, 9.01"
LNTH,2/24/2022,"2.02, 9.01"
LNTH,3/1/2022,"5.02, 9.01"
LNTH,4/29/2022,"2.02, 9.01"
LNTH,5/2/2022,"5.02, 5.07, 9.01"
LNTH,5/17/2022,"7.01, 9.01"
LNTH,6/15/2022,"5.02, 9.01"
LNTH,8/4/2022,"2.02, 9.01"
LNTH,11/3/2022,"2.02, 9.01"
LNTH,11/14/2022,"1.01, 8.01, 9.01"
LNTH,12/5/2022,"1.01, 1.02, 2.03, 8.01, 9.01"
LNTH,12/6/2022,"8.01, 9.01"
LNTH,12/8/2022,"1.01, 2.03, 3.02, 8.01, 9.01"
LNTH,12/20/2022,"2.01, 8.01, 9.01"
LNTH,12/28/2022,"5.03, 9.01"
LNW,2/18/2020,"2.02, 9.01"
LNW,3/30/2020,"5.02, 7.01, 9.01"
LNW,4/14/2020,"2.02, 2.03, 9.01"
LNW,5/11/2020,"2.02, 9.01"
LNW,5/21/2020,"5.02, 7.01, 9.01"
LNW,6/12/2020,5.07
LNW,6/17/2020,"7.01, 9.01"
LNW,6/18/2020,"7.01, 9.01"
LNW,6/19/2020,"1.01, 3.03, 9.01"
LNW,7/1/2020,"1.01, 7.01, 9.01"
LNW,7/23/2020,"2.02, 9.01"
LNW,7/24/2020,5.02
LNW,7/31/2020,5.02
LNW,8/25/2020,"5.02, 9.01"
LNW,9/16/2020,"1.01, 5.02, 7.01, 9.01"
LNW,9/28/2020,"5.02, 7.01, 9.01"
LNW,10/8/2020,"1.01, 9.01"
LNW,11/4/2020,"2.02, 5.02, 9.01"
LNW,12/4/2020,5.02
LNW,2/5/2021,5.02
LNW,2/26/2021,5.02
LNW,3/1/2021,"2.02, 9.01"
LNW,4/30/2021,5.02
LNW,5/10/2021,"2.02, 9.01"
LNW,6/11/2021,"5.02, 5.07, 9.01"
LNW,7/15/2021,"8.01, 9.01"
LNW,7/28/2021,"1.01, 9.01"
LNW,8/6/2021,5.02
LNW,8/9/2021,"2.02, 9.01"
LNW,9/15/2021,"7.01, 9.01"
LNW,9/17/2021,"5.02, 7.01, 9.01"
LNW,9/28/2021,"1.01, 8.01, 9.01"
LNW,10/1/2021,"1.01, 7.01, 9.01"
LNW,10/28/2021,"1.01, 8.01, 9.01"
LNW,11/9/2021,"2.02, 9.01"
LNW,11/23/2021,5.02
LNW,12/22/2021,"5.02, 7.01, 9.01"
LNW,1/26/2022,"2.02, 7.01"
LNW,3/1/2022,"1.01, 8.01, 9.01"
LNW,3/4/2022,"8.01, 9.01"
LNW,4/4/2022,"2.01, 7.01, 9.01"
LNW,4/29/2022,"5.03, 7.01, 9.01"
LNW,5/10/2022,"2.02, 9.01"
LNW,5/17/2022,"7.01, 9.01"
LNW,6/9/2022,5.07
LNW,6/30/2022,"1.01, 7.01, 9.01"
LNW,8/9/2022,"2.02, 5.02, 9.01"
LNW,8/31/2022,"5.02, 7.01, 9.01"
LNW,9/8/2022,5.02
LNW,9/30/2022,"2.01, 7.01, 9.01"
LNW,10/6/2022,"8.01, 9.01"
LNW,10/11/2022,"5.02, 7.01, 9.01"
LNW,11/9/2022,"2.02, 9.01"
LOPE,2/19/2020,"2.02, 8.01, 9.01"
LOPE,5/7/2020,"2.02, 9.01"
LOPE,6/15/2020,5.07
LOPE,7/20/2020,8.01
LOPE,8/4/2020,"2.02, 8.01, 9.01"
LOPE,8/31/2020,"8.01, 9.01"
LOPE,11/5/2020,"2.02, 9.01"
LOPE,2/17/2021,"2.02, 8.01, 9.01"
LOPE,3/10/2021,"8.01, 9.01"
LOPE,5/5/2021,"2.02, 9.01"
LOPE,5/17/2021,"8.01, 9.01"
LOPE,6/17/2021,5.07
LOPE,6/24/2021,5.02
LOPE,7/6/2021,5.02
LOPE,8/5/2021,"2.02, 8.01, 9.01"
LOPE,10/28/2021,"1.01, 2.02, 9.01"
LOPE,12/3/2021,1.02
LOPE,2/16/2022,"2.02, 8.01, 9.01"
LOPE,5/4/2022,"2.02, 9.01"
LOPE,6/14/2022,5.07
LOPE,8/4/2022,"2.02, 9.01"
LOPE,10/27/2022,"2.02, 8.01, 9.01"
LPX,2/7/2020,"8.01, 9.01"
LPX,2/11/2020,"2.02, 8.01, 9.01"
LPX,3/31/2020,"8.01, 9.01"
LPX,5/5/2020,"1.01, 2.02, 2.03, 8.01, 9.01"
LPX,5/22/2020,"8.01, 9.01"
LPX,5/29/2020,"1.01, 5.07, 9.01"
LPX,8/4/2020,"2.02, 8.01, 9.01"
LPX,9/29/2020,"7.01, 9.01"
LPX,11/3/2020,"2.02, 8.01, 9.01"
LPX,11/10/2020,"8.01, 9.01"
LPX,2/12/2021,"8.01, 9.01"
LPX,2/16/2021,"2.02, 7.01, 9.01"
LPX,2/25/2021,"7.01, 8.01, 9.01"
LPX,3/11/2021,"1.01, 2.03, 8.01, 9.01"
LPX,4/30/2021,"5.07, 8.01, 9.01"
LPX,5/4/2021,"2.02, 8.01, 9.01"
LPX,6/8/2021,"1.01, 2.03, 9.01"
LPX,7/30/2021,"8.01, 9.01"
LPX,8/3/2021,"2.02, 9.01"
LPX,8/6/2021,"1.01, 9.01"
LPX,10/28/2021,"8.01, 9.01"
LPX,11/2/2021,"2.02, 5.02, 8.01, 9.01"
LPX,11/9/2021,5.02
LPX,12/1/2021,"5.02, 7.01, 9.01"
LPX,12/20/2021,"7.01, 9.01"
LPX,2/11/2022,"5.02, 9.01"
LPX,2/14/2022,"8.01, 9.01"
LPX,2/18/2022,"8.01, 9.01"
LPX,2/22/2022,"2.02, 9.01"
LPX,2/23/2022,"5.02, 9.01"
LPX,4/28/2022,"5.02, 5.07, 8.01, 9.01"
LPX,5/3/2022,"2.02, 8.01, 9.01"
LPX,6/22/2022,"1.01, 7.01, 9.01"
LPX,8/1/2022,"2.01, 7.01, 9.01"
LPX,8/5/2022,"8.01, 9.01"
LPX,8/9/2022,"2.02, 9.01"
LPX,10/28/2022,"8.01, 9.01"
LPX,11/1/2022,"2.02, 9.01"
LPX,11/2/2022,"5.03, 9.01"
LPX,11/29/2022,"1.01, 9.01"
LQDT,2/1/2018,"2.02, 9.01"
LQDT,2/2/2018,"8.01, 9.01"
LQDT,2/26/2018,5.07
LQDT,3/30/2018,5.02
LQDT,5/3/2018,"2.02, 9.01"
LQDT,5/7/2018,"8.01, 9.01"
LQDT,6/20/2018,5.02
LQDT,7/10/2018,"1.01, 3.02, 7.01, 9.01"
LQDT,8/2/2018,"2.02, 9.01"
LQDT,8/2/2018,"8.01, 9.01"
LQDT,12/6/2018,"2.02, 9.01"
LQDT,12/7/2018,"8.01, 9.01"
LQDT,2/7/2019,"2.02, 9.01"
LQDT,2/8/2019,"8.01, 9.01"
LQDT,2/22/2019,5.07
LQDT,4/25/2019,"5.02, 7.01, 9.01"
LQDT,5/8/2019,"2.02, 9.01"
LQDT,5/10/2019,"8.01, 9.01"
LQDT,5/17/2019,"8.01, 9.01"
LQDT,6/14/2019,8.01
LQDT,8/1/2019,"2.02, 9.01"
LQDT,8/5/2019,"8.01, 9.01"
LQDT,8/20/2019,"7.01, 9.01"
LQDT,11/12/2019,5.02
LQDT,12/10/2019,"2.02, 9.01"
LQDT,12/11/2019,"8.01, 9.01"
LQDT,12/16/2019,"7.01, 9.01"
LQDT,2/6/2020,"2.02, 9.01"
LQDT,2/7/2020,"8.01, 9.01"
LQDT,2/20/2020,5.07
LQDT,3/25/2020,"5.02, 8.01"
LQDT,5/7/2020,"2.02, 9.01"
LQDT,5/8/2020,"8.01, 9.01"
LQDT,7/17/2020,5.02
LQDT,8/6/2020,"2.02, 9.01"
LQDT,8/7/2020,8.01
LQDT,8/10/2020,"8.01, 9.01"
LQDT,9/16/2020,"5.02, 7.01, 9.01"
LQDT,10/1/2020,5.02
LQDT,12/8/2020,"2.02, 9.01"
LQDT,12/11/2020,"8.01, 9.01"
LQDT,2/4/2021,"2.02, 9.01"
LQDT,2/5/2021,"8.01, 9.01"
LQDT,2/8/2021,"7.01, 9.01"
LQDT,2/26/2021,5.07
LQDT,3/8/2021,"8.01, 9.01"
LQDT,5/6/2021,"2.02, 9.01"
LQDT,5/10/2021,"8.01, 9.01"
LQDT,8/5/2021,"2.02, 9.01"
LQDT,8/6/2021,"8.01, 9.01"
LQDT,8/18/2021,"5.02, 9.01"
LQDT,11/1/2021,"1.01, 7.01, 9.01"
LQDT,12/9/2021,"2.02, 9.01"
LQDT,12/9/2021,"8.01, 9.01"
LQDT,12/27/2021,"4.01, 9.01"
LQDT,2/3/2022,"8.01, 9.01"
LQDT,2/3/2022,"2.02, 9.01"
LQDT,2/10/2022,"1.01, 2.03, 7.01, 9.01"
LQDT,2/24/2022,5.07
LQDT,5/5/2022,"2.02, 9.01"
LQDT,5/9/2022,"8.01, 9.01"
LQDT,5/13/2022,"7.01, 9.01"
LQDT,8/4/2022,"2.02, 9.01"
LQDT,8/5/2022,"5.03, 9.01"
LQDT,8/8/2022,"8.01, 9.01"
LQDT,12/8/2022,"2.02, 9.01"
LQDT,12/9/2022,"8.01, 9.01"
LSCC,2/11/2020,"2.02, 9.01"
LSCC,2/24/2020,"8.01, 9.01"
LSCC,4/28/2020,"2.02, 9.01"
LSCC,5/8/2020,"4.01, 9.01"
LSCC,5/11/2020,"5.02, 5.07, 9.01"
LSCC,7/28/2020,"2.02, 9.01"
LSCC,10/27/2020,"2.02, 9.01"
LSCC,2/16/2021,"2.02, 9.01"
LSCC,2/23/2021,"8.01, 9.01"
LSCC,5/4/2021,"2.02, 9.01"
LSCC,5/11/2021,"7.01, 9.01"
LSCC,5/12/2021,"5.07, 9.01"
LSCC,8/3/2021,"2.02, 9.01"
LSCC,11/2/2021,"2.02, 9.01"
LSCC,11/8/2021,"8.01, 9.01"
LSCC,11/15/2021,"7.01, 8.01, 9.01"
LSCC,2/15/2022,"2.02, 9.01"
LSCC,5/2/2022,"5.02, 9.01"
LSCC,5/3/2022,"2.02, 9.01"
LSCC,5/10/2022,"5.07, 9.01"
LSCC,8/1/2022,"2.02, 9.01"
LSCC,8/8/2022,"8.01, 9.01"
LSCC,9/2/2022,"1.01, 2.03, 8.01, 9.01"
LSCC,9/14/2022,"5.02, 9.01"
LSCC,10/31/2022,"2.02, 9.01"
LSCC,12/1/2022,"5.02, 9.01"
LSTR,1/29/2020,"2.02, 7.01, 9.01"
LSTR,4/22/2020,"2.02, 7.01, 9.01"
LSTR,5/21/2020,5.07
LSTR,7/23/2020,"2.02, 7.01, 9.01"
LSTR,8/24/2020,"1.01, 2.03, 9.01"
LSTR,9/9/2020,7.01
LSTR,10/21/2020,"2.02, 7.01, 9.01"
LSTR,11/2/2020,"1.01, 5.02, 9.01"
LSTR,11/17/2020,7.01
LSTR,12/9/2020,8.01
LSTR,1/27/2021,"2.02, 7.01, 9.01"
LSTR,4/21/2021,"2.02, 7.01, 9.01"
LSTR,5/14/2021,5.07
LSTR,5/24/2021,"5.02, 9.01"
LSTR,5/28/2021,7.01
LSTR,7/21/2021,"2.02, 7.01, 9.01"
LSTR,8/17/2021,7.01
LSTR,10/20/2021,"2.02, 7.01, 8.01, 9.01"
LSTR,11/30/2021,7.01
LSTR,12/8/2021,8.01
LSTR,1/26/2022,"2.02, 7.01, 9.01"
LSTR,2/28/2022,7.01
LSTR,3/1/2022,5.02
LSTR,4/5/2022,2.02
LSTR,4/20/2022,"2.02, 7.01, 9.01"
LSTR,5/13/2022,5.07
LSTR,6/1/2022,5.02
LSTR,7/8/2022,"1.01, 2.03, 9.01"
LSTR,7/20/2022,"2.02, 7.01, 9.01"
LSTR,10/19/2022,"2.02, 7.01, 9.01"
LSTR,12/7/2022,8.01
LTHM,11/5/2018,2.02
LTHM,11/13/2018,7.01
LTHM,2/12/2019,2.02
LTHM,3/1/2019,5.01
LTHM,5/3/2019,5.07
LTHM,5/7/2019,2.02
LTHM,8/6/2019,2.02
LTHM,11/5/2019,2.02
LTHM,1/7/2020,7.01
LTHM,2/3/2020,"5.02, 9.01"
LTHM,2/20/2020,2.02
LTHM,3/23/2020,"8.01, 9.01"
LTHM,4/6/2020,"8.01, 9.01"
LTHM,5/11/2020,2.02
LTHM,8/6/2020,2.02
LTHM,11/5/2020,2.02
LTHM,2/18/2021,2.02
LTHM,5/3/2021,2.02
LTHM,6/9/2021,8.01
LTHM,8/5/2021,2.02
LTHM,11/4/2021,2.02
LTHM,2/17/2022,2.02
LTHM,5/3/2022,2.02
LTHM,8/2/2022,2.02
LTHM,9/2/2022,"1.01, 2.03, 9.01"
LTHM,11/1/2022,2.02
LUMN,2/14/2018,"2.02, 9.01"
LUMN,5/9/2018,"2.02, 9.01"
LUMN,11/8/2018,"2.02, 9.01"
LUMN,2/13/2019,"2.02, 9.01"
LUMN,5/8/2019,"2.02, 9.01"
LUMN,8/7/2019,"2.02, 9.01"
LUMN,11/6/2019,"2.02, 9.01"
LUMN,2/12/2020,"2.02, 9.01"
LUMN,5/6/2020,"2.02, 9.01"
LUMN,8/5/2020,"2.02, 9.01"
LUMN,11/4/2020,"2.02, 9.01"
LUMN,2/10/2021,"2.02, 7.01, 9.01"
LUMN,5/5/2021,"2.02, 9.01"
LUMN,8/3/2021,"2.02, 9.01"
LUMN,11/3/2021,"2.02, 9.01"
LUMN,2/9/2022,"2.02, 9.01"
LUMN,5/4/2022,"2.02, 9.01"
LUMN,8/3/2022,"2.02, 9.01"
LUMN,11/2/2022,"2.02, 9.01"
LXP,1/19/2018,"1.01, 5.02, 9.01"
LXP,5/16/2018,"5.07, 8.01"
LXP,9/5/2018,"1.01, 2.01, 7.01, 9.01"
LXP,10/1/2018,7.01
LXP,12/28/2018,"1.01, 1.02, 9.01"
LXP,1/2/2019,7.01
LXP,2/11/2019,"1.01, 1.02, 2.03, 9.01"
LXP,3/27/2019,"5.02, 9.01"
LXP,4/2/2019,5.02
LXP,5/22/2019,5.07
LXP,7/29/2019,"1.01, 9.01"
LXP,4/9/2020,"5.03, 9.01"
LXP,5/19/2020,5.07
LXP,5/27/2020,"5.02, 9.01"
LXP,6/3/2020,"8.01, 9.01"
LXP,2/22/2021,"1.01, 8.01, 9.01"
LXP,5/18/2021,"5.02, 5.07, 9.01"
LXP,7/16/2021,"8.01, 9.01"
LXP,7/11/2022,"1.01, 1.02, 2.03, 8.01, 9.01"
LZB,11/20/2019,"2.02, 7.01, 9.01"
LZB,2/18/2020,"2.02, 7.01, 9.01"
LZB,3/30/2020,"7.01, 9.01"
LZB,4/13/2020,"7.01, 9.01"
LZB,4/22/2020,"7.01, 9.01"
LZB,6/4/2020,"7.01, 9.01"
LZB,6/23/2020,"2.02, 7.01, 9.01"
LZB,7/30/2020,"5.02, 7.01"
LZB,8/18/2020,"2.02, 7.01, 9.01"
LZB,9/3/2020,5.07
LZB,11/17/2020,"2.02, 7.01, 9.01"
LZB,12/10/2020,"5.02, 7.01, 9.01"
LZB,12/14/2020,7.01
LZB,1/28/2021,"2.02, 7.01, 9.01"
LZB,2/11/2021,"5.02, 9.01"
LZB,2/16/2021,"2.02, 5.02, 9.01"
LZB,2/18/2021,5.02
LZB,6/15/2021,"2.02, 7.01, 9.01"
LZB,8/17/2021,"2.02, 7.01, 9.01"
LZB,8/19/2021,5.07
LZB,10/15/2021,"1.01, 1.02, 2.03, 3.03, 9.01"
LZB,10/26/2021,"5.02, 9.01"
LZB,11/16/2021,"2.02, 7.01, 9.01"
LZB,2/15/2022,"2.02, 7.01, 9.01"
LZB,3/2/2022,"5.02, 9.01"
LZB,6/21/2022,"2.02, 7.01, 9.01"
LZB,7/18/2022,"7.01, 9.01"
LZB,8/23/2022,"2.02, 7.01, 9.01"
LZB,8/31/2022,"5.02, 5.03, 5.07, 9.01"
LZB,11/30/2022,"2.02, 7.01, 9.01"
LZB,12/8/2022,"5.02, 9.01"
M,2/4/2020,"2.02, 2.05, 2.06, 7.01, 9.01"
M,2/25/2020,"2.02, 9.01"
M,2/28/2020,"8.01, 9.01"
M,3/24/2020,2.03
M,3/30/2020,8.01
M,4/6/2020,8.01
M,4/7/2020,"5.02, 9.01"
M,5/7/2020,8.01
M,5/19/2020,5.07
M,5/20/2020,5.02
M,5/21/2020,"2.02, 9.01"
M,5/26/2020,"8.01, 9.01"
M,5/26/2020,"7.01, 9.01"
M,5/27/2020,"8.01, 9.01"
M,6/9/2020,"1.01, 2.03, 9.01"
M,7/1/2020,"2.02, 8.01, 9.01"
M,7/10/2020,5.02
M,7/28/2020,"1.01, 2.03, 8.01, 9.01"
M,8/28/2020,5.02
M,9/2/2020,"2.02, 9.01"
M,10/7/2020,"7.01, 9.01"
M,10/14/2020,"5.02, 9.01"
M,11/19/2020,"2.02, 9.01"
M,2/23/2021,"2.02, 9.01"
M,2/26/2021,8.01
M,3/2/2021,"8.01, 9.01"
M,3/3/2021,"8.01, 9.01"
M,3/17/2021,"1.01, 2.03, 9.01"
M,3/25/2021,"5.02, 5.03, 9.01"
M,5/18/2021,"2.02, 9.01"
M,5/24/2021,"5.02, 5.07"
M,8/3/2021,"1.02, 2.04, 7.01, 9.01"
M,8/19/2021,"2.02, 8.01, 9.01"
M,10/5/2021,"5.02, 9.01"
M,10/12/2021,"7.01, 9.01"
M,11/18/2021,"2.02, 9.01"
M,12/13/2021,"1.01, 9.01"
M,2/22/2022,"2.02, 9.01"
M,2/25/2022,"8.01, 9.01"
M,3/2/2022,"8.01, 9.01"
M,3/3/2022,"1.01, 2.03, 9.01"
M,3/8/2022,"8.01, 9.01"
M,3/10/2022,"1.01, 2.03, 9.01"
M,3/30/2022,"5.02, 9.01"
M,5/23/2022,"5.02, 5.07"
M,5/26/2022,"2.02, 9.01"
M,8/16/2022,"5.02, 9.01"
M,8/23/2022,"2.02, 9.01"
M,10/31/2022,"5.03, 9.01"
M,11/17/2022,"2.02, 9.01"
MAC,5/9/2022,"2.02, 7.01"
MAC,7/28/2022,"2.02, 7.01"
MAC,11/3/2022,"2.02, 7.01"
MAN,1/31/2020,"2.02, 9.01"
MAN,2/14/2020,9.01
MAN,3/19/2020,9.01
MAN,4/17/2020,9.01
MAN,4/21/2020,"2.02, 8.01, 9.01"
MAN,5/8/2020,8.01
MAN,7/20/2020,"2.02, 9.01"
MAN,10/20/2020,"2.02, 9.01"
MAN,11/9/2020,"8.01, 9.01"
MAN,2/2/2021,"2.02, 9.01"
MAN,4/20/2021,"2.02, 9.01"
MAN,5/7/2021,"8.01, 9.01"
MAN,7/20/2021,"2.02, 9.01"
MAN,8/6/2021,"8.01, 9.01"
MAN,8/24/2021,"1.01, 7.01, 9.01"
MAN,10/1/2021,"1.01, 7.01, 9.01"
MAN,10/19/2021,"2.02, 9.01"
MAN,11/12/2021,"5.02, 5.03, 8.01, 9.01"
MAN,2/1/2022,"2.02, 9.01"
MAN,4/19/2022,"2.02, 9.01"
MAN,5/6/2022,"5.07, 8.01, 9.01"
MAN,5/27/2022,"1.01, 1.02, 9.01"
MAN,6/30/2022,"1.01, 2.03, 9.01"
MAN,7/19/2022,"2.02, 9.01"
MAN,8/5/2022,"5.03, 9.01"
MAN,10/20/2022,"2.02, 9.01"
MAN,11/15/2022,"5.02, 8.01, 9.01"
MAN,12/2/2022,5.02
MANH,2/4/2020,"2.02, 9.01"
MANH,4/3/2020,"7.01, 9.01"
MANH,4/21/2020,"2.02, 9.01"
MANH,5/18/2020,"5.02, 5.07, 9.01"
MANH,7/23/2020,"2.02, 9.01"
MANH,10/22/2020,"2.02, 9.01"
MANH,2/2/2021,"2.02, 9.01"
MANH,4/27/2021,"2.02, 9.01"
MANH,5/13/2021,"5.07, 9.01"
MANH,7/27/2021,"2.02, 9.01"
MANH,10/26/2021,"2.02, 9.01"
MANH,2/1/2022,"2.02, 9.01"
MANH,3/9/2022,"5.03, 9.01"
MANH,4/26/2022,"2.02, 9.01"
MANH,5/12/2022,5.07
MANH,7/26/2022,"2.02, 9.01"
MANH,10/25/2022,"2.02, 9.01"
MASI,1/14/2020,"2.02, 9.01"
MASI,2/19/2020,"2.02, 7.01, 9.01"
MASI,3/19/2020,5.02
MASI,4/1/2020,"2.02, 9.01"
MASI,4/28/2020,"2.02, 7.01, 9.01"
MASI,6/2/2020,"5.02, 5.07, 9.01"
MASI,7/28/2020,"2.02, 7.01, 9.01"
MASI,10/6/2020,"2.02, 9.01"
MASI,10/27/2020,"2.02, 7.01, 9.01"
MASI,10/29/2020,"5.02, 9.01"
MASI,11/2/2020,"8.01, 9.01"
MASI,1/13/2021,"2.02, 9.01"
MASI,2/2/2021,"8.01, 9.01"
MASI,2/23/2021,"2.02, 7.01, 9.01"
MASI,2/26/2021,"5.02, 9.01"
MASI,4/7/2021,"5.02, 9.01"
MASI,4/26/2021,"2.02, 7.01, 9.01"
MASI,6/1/2021,"5.02, 5.07, 9.01"
MASI,7/27/2021,"2.02, 7.01, 9.01"
MASI,10/26/2021,"2.02, 7.01, 9.01"
MASI,1/11/2022,"2.02, 9.01"
MASI,1/14/2022,"5.02, 9.01"
MASI,2/15/2022,"2.02, 7.01, 9.01"
MASI,3/30/2022,"2.02, 9.01"
MASI,4/12/2022,"1.01, 1.02, 2.01, 2.03, 5.02, 7.01, 9.01"
MASI,5/3/2022,"2.02, 7.01, 9.01"
MASI,5/20/2022,"1.01, 2.03, 9.01"
MASI,5/31/2022,"5.02, 5.07, 9.01"
MASI,7/13/2022,"5.02, 9.01"
MASI,8/9/2022,"2.02, 7.01, 9.01"
MASI,9/9/2022,"1.01, 3.03, 5.03, 9.01"
MASI,9/19/2022,"5.02, 8.01, 9.01"
MASI,11/8/2022,"2.02, 7.01, 9.01"
MASI,12/1/2022,"5.03, 9.01"
MASI,12/13/2022,"7.01, 9.01"
MAT,2/13/2020,"2.02, 9.01"
MAT,4/20/2020,5.02
MAT,5/5/2020,"2.02, 2.05, 9.01"
MAT,6/16/2020,"5.02, 5.07, 9.01"
MAT,6/23/2020,"5.02, 7.01, 9.01"
MAT,7/22/2020,"5.02, 7.01, 9.01"
MAT,7/23/2020,"2.02, 9.01"
MAT,10/22/2020,"2.02, 9.01"
MAT,12/8/2020,"5.02, 7.01, 9.01"
MAT,12/21/2020,"1.01, 9.01"
MAT,2/9/2021,"2.02, 2.05, 9.01"
MAT,3/9/2021,"7.01, 9.01"
MAT,3/19/2021,"1.01, 2.03, 9.01"
MAT,4/22/2021,"2.02, 9.01"
MAT,5/27/2021,"5.02, 5.07, 9.01"
MAT,6/4/2021,"7.01, 9.01"
MAT,6/22/2021,2.04
MAT,7/27/2021,"2.02, 9.01"
MAT,9/17/2021,"5.03, 9.01"
MAT,10/21/2021,"2.02, 9.01"
MAT,2/9/2022,"2.02, 9.01"
MAT,3/29/2022,"5.03, 9.01"
MAT,4/5/2022,"5.02, 7.01, 9.01"
MAT,4/27/2022,"2.02, 9.01"
MAT,5/27/2022,"5.02, 5.07, 9.01"
MAT,7/21/2022,"2.02, 9.01"
MAT,9/19/2022,"1.01, 1.02, 2.03, 9.01"
MAT,10/25/2022,"2.02, 9.01"
MAT,12/1/2022,2.04
MATV,1/11/2018,"5.02, 9.01"
MATV,2/21/2018,"2.02, 9.01"
MATV,2/22/2018,"7.01, 9.01"
MATV,3/6/2018,5.02
MATV,4/27/2018,5.07
